Booking_ID,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
INN32777,2,0,2,8,Meal_Plan_1,0,Room_Type_1,54,2017,7,7,Online,0,0,0,62.37,0,Not_Canceled
INN13730,3,0,2,0,Meal_Plan_1,0,Room_Type_4,10,2018,2,7,Online,0,0,0,130,2,Not_Canceled
INN16172,2,0,2,5,Meal_Plan_1,0,Room_Type_1,41,2018,12,27,Offline,0,0,0,69.29,0,Not_Canceled
INN34149,2,0,1,0,Meal_Plan_1,0,Room_Type_1,141,2017,9,20,Offline,0,0,0,90,0,Not_Canceled
INN17763,2,0,1,1,Not_Selected,0,Room_Type_1,1,2018,8,20,Online,0,0,0,139,0,Not_Canceled
INN31552,1,0,0,1,Meal_Plan_1,0,Room_Type_4,30,2018,10,28,Offline,0,0,0,127.15,0,Not_Canceled
INN06360,2,0,1,2,Meal_Plan_1,0,Room_Type_1,133,2018,3,11,Offline,0,0,0,84.33,1,Not_Canceled
INN03478,0,2,0,1,Meal_Plan_1,0,Room_Type_2,11,2018,8,19,Online,0,0,0,127.6,1,Not_Canceled
INN35608,2,2,0,1,Meal_Plan_1,0,Room_Type_6,9,2017,10,22,Offline,0,0,0,174.25,0,Not_Canceled
INN18866,2,0,1,2,Meal_Plan_1,0,Room_Type_1,15,2018,11,7,Online,0,0,0,200,2,Not_Canceled
INN16542,2,0,2,4,Meal_Plan_1,0,Room_Type_1,130,2018,8,11,Online,0,0,0,114.3,1,Not_Canceled
INN24127,2,0,0,1,Not_Selected,0,Room_Type_1,17,2018,2,25,Online,0,0,0,81,0,Not_Canceled
INN28041,1,0,0,1,Not_Selected,0,Room_Type_1,1,2018,7,20,Online,0,0,0,99,1,Not_Canceled
INN23408,2,0,0,1,Meal_Plan_1,0,Room_Type_1,1,2018,5,11,Offline,0,0,0,141,0,Not_Canceled
INN31277,2,0,2,1,Meal_Plan_2,0,Room_Type_1,110,2017,7,25,Offline,0,0,0,94.5,0,Not_Canceled
INN03990,1,0,0,1,Not_Selected,0,Room_Type_1,36,2018,10,13,Online,0,0,0,102.6,2,Not_Canceled
INN33997,2,2,1,3,Meal_Plan_1,0,Room_Type_7,32,2018,5,26,Online,0,0,0,208.66,2,Not_Canceled
INN00453,2,0,2,1,Meal_Plan_1,0,Room_Type_1,52,2018,11,19,Online,0,0,0,93.6,2,Not_Canceled
INN08856,2,0,2,2,Meal_Plan_1,0,Room_Type_1,7,2018,12,2,Online,0,0,0,89.89,0,Not_Canceled
INN10730,2,0,2,2,Not_Selected,0,Room_Type_1,18,2018,12,2,Online,0,0,0,76.29,0,Not_Canceled
INN06678,2,0,0,1,Meal_Plan_1,0,Room_Type_7,0,2017,12,16,Complementary,1,2,8,0,1,Not_Canceled
INN06258,2,0,1,1,Meal_Plan_1,0,Room_Type_1,32,2018,7,18,Offline,0,0,0,105,1,Not_Canceled
INN34534,2,0,2,0,Meal_Plan_1,0,Room_Type_1,5,2017,9,20,Corporate,1,1,0,100,0,Not_Canceled
INN17433,2,0,2,2,Meal_Plan_1,0,Room_Type_1,134,2017,12,4,Offline,0,0,0,65,0,Not_Canceled
INN13902,2,0,0,2,Not_Selected,0,Room_Type_1,0,2018,8,30,Online,0,0,0,77.71,0,Not_Canceled
INN11664,2,0,1,2,Meal_Plan_1,0,Room_Type_1,135,2017,9,14,Offline,0,0,0,90,0,Not_Canceled
INN21587,2,0,0,3,Not_Selected,0,Room_Type_1,41,2018,3,24,Online,0,0,0,106.8,0,Not_Canceled
INN07005,2,0,2,4,Meal_Plan_2,0,Room_Type_1,327,2017,9,9,Offline,0,0,0,88,0,Not_Canceled
INN19609,2,0,1,2,Meal_Plan_1,0,Room_Type_1,84,2018,5,2,Offline,0,0,0,75,0,Not_Canceled
INN19747,2,0,1,1,Meal_Plan_1,0,Room_Type_1,25,2018,1,9,Offline,0,0,0,70,0,Not_Canceled
INN31356,2,1,1,3,Meal_Plan_1,0,Room_Type_1,38,2018,4,25,Online,0,0,0,121.95,1,Not_Canceled
INN34467,1,0,0,1,Meal_Plan_1,0,Room_Type_1,8,2017,10,1,Online,0,0,0,92.4,0,Not_Canceled
INN15932,2,0,2,1,Meal_Plan_1,0,Room_Type_1,57,2018,10,30,Online,0,0,0,103.8,1,Not_Canceled
INN33485,1,0,2,3,Meal_Plan_1,0,Room_Type_1,359,2018,10,14,Offline,0,0,0,70,0,Not_Canceled
INN31821,2,0,2,1,Meal_Plan_1,0,Room_Type_4,55,2017,11,22,Offline,0,0,0,60,0,Not_Canceled
INN20408,2,0,2,1,Not_Selected,0,Room_Type_1,95,2018,4,3,Online,0,0,0,76.5,0,Not_Canceled
INN28757,1,0,2,2,Meal_Plan_1,0,Room_Type_1,3,2017,11,29,Corporate,1,2,12,65,0,Not_Canceled
INN15235,1,1,1,2,Not_Selected,0,Room_Type_1,64,2018,11,21,Online,0,0,0,64.37,1,Not_Canceled
INN12285,2,0,1,0,Not_Selected,0,Room_Type_1,0,2018,1,10,Online,0,0,0,54.02,0,Not_Canceled
INN10925,2,1,2,1,Meal_Plan_1,0,Room_Type_6,16,2017,9,5,Online,0,0,0,165,3,Not_Canceled
INN19591,2,0,2,3,Meal_Plan_1,0,Room_Type_1,86,2017,11,6,Online,0,0,0,72.25,1,Not_Canceled
INN31919,2,0,1,0,Not_Selected,0,Room_Type_1,29,2018,5,29,Online,0,0,0,109,2,Not_Canceled
INN11476,2,0,2,2,Not_Selected,0,Room_Type_1,21,2017,12,18,Online,0,0,0,60,0,Not_Canceled
INN21521,2,0,0,4,Meal_Plan_1,0,Room_Type_1,76,2018,12,7,Online,0,0,0,88.4,2,Not_Canceled
INN04596,1,0,0,1,Meal_Plan_1,0,Room_Type_1,84,2018,9,7,Corporate,1,1,8,65,0,Not_Canceled
INN28917,1,0,0,1,Meal_Plan_1,0,Room_Type_1,0,2018,5,20,Corporate,0,0,0,95,0,Not_Canceled
INN27988,2,0,0,1,Not_Selected,0,Room_Type_1,40,2018,10,13,Online,0,0,0,83.16,1,Not_Canceled
INN05002,2,0,0,2,Meal_Plan_1,0,Room_Type_1,59,2017,10,29,Offline,0,0,0,85,0,Not_Canceled
INN27337,2,0,1,2,Meal_Plan_1,0,Room_Type_1,156,2017,10,9,Online,0,0,0,89.25,1,Not_Canceled
INN09768,2,0,1,2,Meal_Plan_1,0,Room_Type_1,39,2017,11,27,Online,0,0,0,96.3,2,Not_Canceled
INN07859,2,0,1,2,Meal_Plan_1,0,Room_Type_4,21,2018,10,10,Offline,0,0,0,107,0,Not_Canceled
INN23947,3,1,0,1,Meal_Plan_1,0,Room_Type_4,82,2018,7,9,Online,0,0,0,181.7,1,Not_Canceled
INN16302,3,0,0,3,Meal_Plan_1,0,Room_Type_7,10,2018,9,15,Online,0,0,0,289,2,Not_Canceled
INN33289,1,0,0,2,Meal_Plan_1,0,Room_Type_1,32,2017,11,20,Offline,0,0,0,73,0,Not_Canceled
INN04445,1,0,0,1,Meal_Plan_1,0,Room_Type_4,29,2018,10,28,Online,0,0,0,144,2,Not_Canceled
INN29237,3,0,0,2,Meal_Plan_1,0,Room_Type_4,1,2018,12,29,Online,0,0,0,188,1,Not_Canceled
INN00626,2,0,0,4,Meal_Plan_1,0,Room_Type_4,41,2017,10,14,Online,0,0,0,87.54,1,Not_Canceled
INN24116,1,0,0,1,Meal_Plan_1,0,Room_Type_1,14,2017,10,15,Offline,0,0,0,100,0,Not_Canceled
INN25318,2,0,0,2,Meal_Plan_1,0,Room_Type_4,77,2018,9,16,Online,0,0,0,149.4,1,Not_Canceled
INN21973,1,0,1,1,Meal_Plan_1,0,Room_Type_1,32,2018,7,4,Corporate,1,0,8,65,1,Not_Canceled
INN34686,2,0,0,1,Meal_Plan_1,0,Room_Type_1,22,2018,9,15,Online,0,0,0,159,3,Not_Canceled
INN15611,2,0,0,2,Meal_Plan_1,0,Room_Type_1,0,2017,10,1,Online,0,0,0,135.5,2,Not_Canceled
INN13721,2,0,0,1,Meal_Plan_1,0,Room_Type_1,8,2018,11,5,Offline,0,0,0,130,0,Not_Canceled
INN12706,2,0,1,2,Meal_Plan_1,0,Room_Type_1,33,2018,4,18,Online,0,0,0,0,1,Not_Canceled
INN06709,3,0,2,4,Meal_Plan_1,0,Room_Type_4,60,2018,7,24,Online,0,0,0,137.7,1,Not_Canceled
INN13149,2,0,1,3,Meal_Plan_1,0,Room_Type_1,332,2018,9,22,Online,0,0,0,77.23,2,Not_Canceled
INN32903,1,0,2,3,Not_Selected,0,Room_Type_1,59,2018,3,20,Online,0,0,0,79.05,2,Not_Canceled
INN24451,1,0,0,0,Meal_Plan_1,0,Room_Type_1,4,2018,2,27,Complementary,0,0,0,0,1,Not_Canceled
INN34760,1,1,0,3,Meal_Plan_1,0,Room_Type_4,80,2018,12,27,Online,0,0,0,114.9,1,Not_Canceled
INN23926,2,0,2,1,Meal_Plan_1,0,Room_Type_2,158,2018,4,16,Online,0,0,0,69.92,1,Not_Canceled
INN25776,2,3,0,1,Meal_Plan_1,0,Room_Type_6,0,2018,8,27,Online,0,0,0,168.3,2,Not_Canceled
INN24123,3,0,2,2,Meal_Plan_1,0,Room_Type_4,2,2018,2,6,Online,0,0,0,130,2,Not_Canceled
INN10473,2,0,2,6,Meal_Plan_1,0,Room_Type_1,195,2018,7,27,Online,0,0,0,66.53,1,Not_Canceled
INN29470,2,0,0,3,Meal_Plan_1,0,Room_Type_1,106,2018,3,22,Offline,0,0,0,77.33,0,Not_Canceled
INN25204,2,0,0,2,Not_Selected,0,Room_Type_1,28,2018,9,1,Online,0,0,0,99,0,Not_Canceled
INN12434,2,1,0,2,Meal_Plan_1,0,Room_Type_1,1,2018,2,26,Online,0,0,0,111,2,Not_Canceled
INN24809,1,0,1,1,Meal_Plan_1,0,Room_Type_4,3,2017,9,19,Online,0,0,0,177.5,1,Not_Canceled
INN11914,2,0,2,3,Not_Selected,0,Room_Type_1,198,2018,12,8,Online,0,0,0,63.75,2,Not_Canceled
INN32013,2,0,2,2,Meal_Plan_1,0,Room_Type_1,115,2018,2,27,Offline,0,0,0,87,0,Not_Canceled
INN06201,2,2,0,4,Meal_Plan_1,0,Room_Type_6,10,2017,8,25,Online,0,0,0,153,1,Not_Canceled
INN18576,3,0,2,2,Meal_Plan_1,0,Room_Type_4,100,2018,8,26,Online,0,0,0,150.3,1,Not_Canceled
INN33706,2,0,2,2,Meal_Plan_1,0,Room_Type_1,20,2018,9,18,Offline,0,0,0,95,1,Not_Canceled
INN22811,2,0,2,6,Meal_Plan_1,0,Room_Type_1,106,2018,7,8,Offline,0,0,0,72.25,2,Not_Canceled
INN08317,1,0,0,1,Meal_Plan_1,0,Room_Type_1,1,2018,9,20,Online,0,0,0,169,1,Not_Canceled
INN33086,2,0,1,4,Meal_Plan_1,0,Room_Type_1,3,2018,12,21,Online,0,0,0,82.88,0,Not_Canceled
INN12011,2,0,0,2,Meal_Plan_1,0,Room_Type_1,103,2018,3,18,Online,0,0,0,78.3,0,Not_Canceled
INN32670,1,0,0,1,Meal_Plan_1,0,Room_Type_1,29,2018,5,20,Corporate,0,0,0,95,0,Not_Canceled
INN16100,2,1,1,1,Meal_Plan_1,0,Room_Type_1,0,2018,1,30,Online,0,0,0,110.5,2,Not_Canceled
INN19892,2,0,2,2,Meal_Plan_1,0,Room_Type_1,39,2017,10,4,Online,0,0,0,94.5,2,Not_Canceled
INN32131,2,0,2,3,Meal_Plan_1,0,Room_Type_1,268,2018,10,9,Offline,0,0,0,80.75,0,Not_Canceled
INN13212,2,0,2,5,Meal_Plan_1,0,Room_Type_6,57,2018,9,3,Online,0,0,0,135.99,1,Not_Canceled
INN11084,3,0,0,2,Meal_Plan_1,0,Room_Type_4,21,2018,7,27,Online,0,0,0,187,1,Not_Canceled
INN14327,2,0,0,1,Meal_Plan_1,0,Room_Type_1,0,2017,10,1,Online,0,0,0,126,2,Not_Canceled
INN09214,2,0,0,2,Not_Selected,1,Room_Type_6,0,2017,8,7,Online,0,0,0,162,1,Not_Canceled
INN14563,1,0,1,0,Meal_Plan_1,0,Room_Type_1,5,2018,11,28,Corporate,0,0,0,77,0,Not_Canceled
INN05443,2,0,1,3,Meal_Plan_1,0,Room_Type_1,230,2018,5,12,Online,0,0,0,83.78,2,Not_Canceled
INN09591,1,0,1,2,Not_Selected,0,Room_Type_1,6,2017,10,19,Online,0,0,0,87.78,1,Not_Canceled
INN11159,2,0,2,0,Not_Selected,0,Room_Type_1,72,2018,11,13,Online,0,0,0,79.2,3,Not_Canceled
INN03751,2,0,2,3,Meal_Plan_1,0,Room_Type_1,143,2018,5,29,Online,0,0,0,99.79,0,Not_Canceled
INN10423,2,0,1,0,Not_Selected,0,Room_Type_1,0,2018,3,21,Online,0,0,0,89,0,Not_Canceled
INN26569,2,0,1,2,Meal_Plan_1,0,Room_Type_1,4,2018,1,29,Offline,0,0,0,66,0,Not_Canceled
INN34038,2,0,2,1,Meal_Plan_1,0,Room_Type_4,61,2017,11,14,Online,0,0,0,81.9,2,Not_Canceled
INN16173,1,0,1,2,Meal_Plan_1,0,Room_Type_5,7,2018,9,12,Offline,0,0,0,65,1,Not_Canceled
INN07246,1,0,1,1,Meal_Plan_1,0,Room_Type_1,13,2017,10,19,Corporate,0,0,0,65,0,Not_Canceled
INN05731,2,1,0,3,Meal_Plan_1,0,Room_Type_4,26,2018,6,1,Online,0,0,0,153.67,2,Not_Canceled
INN28221,2,1,0,1,Meal_Plan_1,0,Room_Type_1,44,2017,10,31,Online,0,0,0,96.3,3,Not_Canceled
INN24793,2,0,2,3,Meal_Plan_1,0,Room_Type_4,61,2018,9,11,Online,0,0,0,149.4,1,Not_Canceled
INN03456,2,0,1,5,Not_Selected,0,Room_Type_4,13,2017,9,8,Offline,0,0,0,85,0,Not_Canceled
INN26279,2,0,2,0,Meal_Plan_1,0,Room_Type_1,5,2017,9,20,Corporate,1,1,0,100,0,Not_Canceled
INN34585,2,0,2,1,Meal_Plan_1,0,Room_Type_1,172,2018,7,3,Online,0,0,0,96.3,2,Not_Canceled
INN04430,2,0,0,1,Meal_Plan_1,0,Room_Type_2,107,2017,8,12,Online,0,0,0,76.5,0,Not_Canceled
INN17836,2,0,2,3,Meal_Plan_1,0,Room_Type_1,359,2018,10,14,Offline,0,0,0,78,1,Not_Canceled
INN36086,2,0,1,1,Meal_Plan_2,0,Room_Type_1,7,2017,10,5,Offline,0,0,0,112.2,0,Not_Canceled
INN35601,2,0,0,2,Meal_Plan_1,0,Room_Type_2,34,2018,1,6,Online,0,0,0,71.55,1,Not_Canceled
INN25629,2,0,2,2,Meal_Plan_1,0,Room_Type_2,45,2017,10,24,Online,0,0,0,76.77,0,Not_Canceled
INN26883,2,0,0,1,Meal_Plan_1,0,Room_Type_1,97,2017,8,19,Online,0,0,0,76.5,1,Not_Canceled
INN16728,1,0,0,3,Meal_Plan_1,0,Room_Type_1,71,2018,6,14,Offline,0,0,0,120,0,Not_Canceled
INN16668,2,0,0,2,Meal_Plan_1,0,Room_Type_1,40,2018,11,11,Online,0,0,0,100.1,1,Not_Canceled
INN24757,2,0,1,0,Meal_Plan_1,0,Room_Type_1,43,2017,10,18,Online,0,0,0,94.5,2,Not_Canceled
INN26307,2,0,0,4,Meal_Plan_1,0,Room_Type_1,96,2018,10,19,Online,0,0,0,118.8,2,Not_Canceled
INN36203,2,0,1,2,Not_Selected,0,Room_Type_1,38,2018,5,2,Online,0,0,0,116.1,1,Not_Canceled
INN06011,1,0,0,1,Meal_Plan_1,0,Room_Type_5,4,2018,5,20,Offline,0,0,0,144.8,0,Not_Canceled
INN34848,2,2,2,1,Meal_Plan_1,0,Room_Type_6,32,2018,9,24,Online,0,0,0,197.7,2,Not_Canceled
INN00970,1,0,0,2,Meal_Plan_1,0,Room_Type_1,192,2018,6,24,Offline,0,0,0,95,0,Not_Canceled
INN31467,2,0,0,2,Not_Selected,0,Room_Type_1,47,2018,9,9,Online,0,0,0,125.1,1,Not_Canceled
INN22907,2,0,0,3,Meal_Plan_1,0,Room_Type_4,41,2018,5,17,Online,0,0,0,143.4,1,Not_Canceled
INN35207,2,0,2,2,Meal_Plan_2,0,Room_Type_1,75,2018,12,24,Online,0,0,0,120.7,2,Not_Canceled
INN25838,2,0,1,2,Not_Selected,0,Room_Type_1,109,2018,8,12,Online,0,0,0,107.1,1,Not_Canceled
INN08298,1,0,0,1,Meal_Plan_1,0,Room_Type_1,16,2018,4,20,Corporate,1,0,2,95,0,Not_Canceled
INN32800,1,0,0,2,Meal_Plan_2,0,Room_Type_1,6,2017,12,10,Online,0,0,0,0,0,Not_Canceled
INN23581,1,0,0,2,Meal_Plan_1,0,Room_Type_1,1,2017,9,29,Corporate,0,0,0,85,0,Not_Canceled
INN29112,2,0,0,1,Meal_Plan_1,0,Room_Type_7,4,2017,12,11,Complementary,1,2,7,0,1,Not_Canceled
INN00726,2,1,1,3,Meal_Plan_1,0,Room_Type_4,3,2018,2,15,Online,0,0,0,106,2,Not_Canceled
INN14092,2,0,1,4,Meal_Plan_1,0,Room_Type_4,105,2018,1,25,Offline,0,0,0,84,0,Not_Canceled
INN21903,2,0,2,3,Meal_Plan_1,0,Room_Type_4,101,2018,5,5,Online,0,0,0,132.6,1,Not_Canceled
INN04009,2,0,2,2,Meal_Plan_1,0,Room_Type_1,138,2018,4,23,Online,0,0,0,90.95,0,Not_Canceled
INN32100,2,0,0,3,Meal_Plan_1,0,Room_Type_1,44,2018,2,17,Offline,0,0,0,75,0,Not_Canceled
INN34797,2,0,2,5,Meal_Plan_2,0,Room_Type_1,277,2018,9,5,Offline,0,0,0,89.14,1,Not_Canceled
INN04941,2,0,2,6,Meal_Plan_1,0,Room_Type_4,77,2018,3,23,Offline,0,0,0,56,0,Not_Canceled
INN32247,2,0,0,2,Meal_Plan_1,0,Room_Type_1,92,2018,2,9,Online,0,0,0,69.5,1,Not_Canceled
INN13677,2,2,0,2,Meal_Plan_1,1,Room_Type_6,4,2018,6,16,Online,0,0,0,220,2,Not_Canceled
INN17111,1,0,0,1,Meal_Plan_2,0,Room_Type_1,48,2017,9,11,Offline,0,0,0,80,0,Not_Canceled
INN24260,2,0,0,1,Not_Selected,0,Room_Type_1,119,2018,11,10,Online,0,0,0,161.1,1,Not_Canceled
INN29502,2,0,2,5,Meal_Plan_1,0,Room_Type_1,121,2018,5,31,Online,0,0,0,119.85,1,Not_Canceled
INN16004,2,0,1,5,Meal_Plan_1,0,Room_Type_1,41,2018,12,27,Offline,0,0,0,70,0,Not_Canceled
INN36169,2,0,1,1,Meal_Plan_1,0,Room_Type_1,180,2018,5,2,Offline,0,0,0,100,1,Not_Canceled
INN17387,2,0,0,3,Meal_Plan_1,0,Room_Type_4,23,2017,10,21,Offline,0,0,0,75,1,Not_Canceled
INN24645,1,0,1,0,Meal_Plan_1,0,Room_Type_1,3,2018,10,31,Online,0,0,0,115.5,1,Not_Canceled
INN30935,2,0,0,1,Meal_Plan_1,0,Room_Type_1,0,2017,11,6,Online,0,0,0,95,1,Not_Canceled
INN28700,2,0,1,1,Not_Selected,0,Room_Type_1,2,2018,6,4,Online,0,0,0,119,1,Not_Canceled
INN07923,3,0,0,1,Meal_Plan_1,0,Room_Type_4,0,2018,4,13,Online,0,0,0,137,0,Not_Canceled
INN10672,2,0,2,7,Meal_Plan_2,0,Room_Type_1,42,2017,9,8,Offline,0,0,0,79.64,0,Not_Canceled
INN04427,3,0,2,2,Meal_Plan_1,0,Room_Type_4,57,2018,5,22,Online,0,0,0,159.3,2,Not_Canceled
INN35554,1,0,0,3,Meal_Plan_1,0,Room_Type_1,13,2018,6,14,Corporate,1,0,7,65,1,Not_Canceled
INN02569,2,0,2,0,Meal_Plan_1,0,Room_Type_1,13,2018,6,19,Offline,0,0,0,95,2,Not_Canceled
INN15680,1,0,0,2,Meal_Plan_1,0,Room_Type_1,32,2017,11,20,Offline,0,0,0,73,0,Not_Canceled
INN15619,2,0,0,1,Not_Selected,0,Room_Type_1,19,2018,1,21,Online,0,0,0,77,1,Not_Canceled
INN04194,2,2,2,0,Meal_Plan_1,0,Room_Type_6,118,2018,7,24,Online,0,0,0,186.3,1,Not_Canceled
INN17294,2,0,0,3,Meal_Plan_1,0,Room_Type_1,28,2017,9,29,Online,0,0,0,133.17,0,Not_Canceled
INN32371,1,0,0,1,Meal_Plan_1,0,Room_Type_1,22,2017,11,17,Corporate,0,0,0,62,0,Not_Canceled
INN22528,1,2,0,1,Meal_Plan_1,0,Room_Type_7,9,2018,7,28,Online,0,0,0,235.63,2,Not_Canceled
INN19924,2,0,1,2,Meal_Plan_1,0,Room_Type_1,58,2018,2,5,Offline,0,0,0,60,0,Not_Canceled
INN20457,1,0,0,3,Meal_Plan_1,0,Room_Type_4,28,2018,6,14,Online,0,0,0,108.42,1,Not_Canceled
INN18898,2,0,0,4,Meal_Plan_1,0,Room_Type_4,125,2018,7,5,Online,0,0,0,118.58,1,Not_Canceled
INN19200,2,0,4,7,Not_Selected,0,Room_Type_1,16,2018,12,10,Online,0,0,0,67.81,0,Not_Canceled
INN15255,2,0,0,2,Not_Selected,0,Room_Type_1,12,2018,1,15,Online,0,0,0,77,1,Not_Canceled
INN05947,1,0,0,2,Meal_Plan_1,0,Room_Type_1,32,2017,11,20,Offline,0,0,0,73,0,Not_Canceled
INN28098,2,0,1,2,Meal_Plan_1,0,Room_Type_1,39,2018,3,14,Offline,0,0,0,85,0,Not_Canceled
INN14915,2,0,0,3,Meal_Plan_3,0,Room_Type_7,1,2018,6,21,Complementary,0,0,0,0,1,Not_Canceled
INN12019,2,0,0,1,Meal_Plan_1,0,Room_Type_1,44,2018,4,29,Offline,0,0,0,85.5,0,Not_Canceled
INN32657,1,0,0,2,Meal_Plan_1,0,Room_Type_1,164,2017,10,2,Offline,0,0,0,100,0,Not_Canceled
INN20626,1,0,0,1,Meal_Plan_1,0,Room_Type_1,0,2018,7,27,Offline,0,0,0,45,1,Not_Canceled
INN17719,2,0,1,2,Meal_Plan_1,0,Room_Type_2,1,2017,8,14,Complementary,0,0,0,0,0,Not_Canceled
INN05529,1,0,2,2,Meal_Plan_1,0,Room_Type_1,50,2018,12,3,Offline,0,0,0,63.75,0,Not_Canceled
INN28109,2,0,0,1,Meal_Plan_1,1,Room_Type_7,7,2018,6,3,Complementary,0,0,0,0,2,Not_Canceled
INN14436,2,0,2,3,Meal_Plan_1,0,Room_Type_1,61,2018,3,3,Online,0,0,0,79.36,1,Not_Canceled
INN14544,2,0,2,2,Meal_Plan_2,1,Room_Type_1,14,2017,9,4,Online,0,0,0,113,3,Not_Canceled
INN33082,2,0,0,3,Not_Selected,0,Room_Type_1,122,2018,6,16,Online,0,0,0,116.1,2,Not_Canceled
INN16980,1,0,1,3,Meal_Plan_1,0,Room_Type_5,4,2018,9,19,Corporate,0,0,0,181.79,0,Not_Canceled
INN19018,2,0,2,4,Meal_Plan_1,0,Room_Type_1,198,2018,8,3,Offline,0,0,0,72.25,0,Not_Canceled
INN05711,2,0,1,1,Meal_Plan_1,0,Room_Type_4,44,2018,6,18,Offline,0,0,0,96.3,0,Not_Canceled
INN26655,1,0,2,3,Meal_Plan_1,0,Room_Type_1,25,2017,11,22,Offline,0,0,0,57.5,0,Not_Canceled
INN01755,2,0,0,1,Meal_Plan_1,0,Room_Type_4,25,2018,4,30,Online,0,0,0,156,2,Not_Canceled
INN02171,2,0,1,3,Meal_Plan_1,0,Room_Type_1,83,2018,5,2,Offline,0,0,0,80.75,0,Not_Canceled
INN01010,3,1,0,4,Meal_Plan_1,0,Room_Type_7,110,2017,12,9,Offline,0,0,0,139.5,1,Not_Canceled
INN31186,2,0,0,4,Meal_Plan_1,0,Room_Type_1,16,2018,3,29,Online,0,0,0,141,1,Not_Canceled
INN29422,2,0,0,2,Not_Selected,0,Room_Type_1,53,2018,7,1,Online,0,0,0,78.35,1,Not_Canceled
INN31999,2,0,0,2,Meal_Plan_2,0,Room_Type_1,39,2017,8,14,Offline,0,0,0,101.5,0,Not_Canceled
INN30447,2,0,1,1,Meal_Plan_1,0,Room_Type_1,52,2018,11,5,Online,0,0,0,77.76,0,Not_Canceled
INN01184,2,0,3,7,Not_Selected,0,Room_Type_1,18,2018,12,9,Online,0,0,0,75.99,0,Not_Canceled
INN22024,2,1,2,1,Meal_Plan_1,0,Room_Type_1,221,2017,10,17,Offline,0,0,0,77.5,0,Not_Canceled
INN17557,2,0,1,1,Meal_Plan_1,0,Room_Type_1,80,2018,12,5,Offline,0,0,0,75,1,Not_Canceled
INN19741,2,0,2,2,Meal_Plan_1,0,Room_Type_1,124,2018,11,5,Online,0,0,0,140.15,0,Not_Canceled
INN13086,1,0,0,1,Meal_Plan_1,0,Room_Type_1,99,2018,2,19,Corporate,0,0,0,81,0,Not_Canceled
INN31667,2,0,0,1,Meal_Plan_1,0,Room_Type_1,41,2018,6,28,Offline,0,0,0,85.6,0,Not_Canceled
INN23607,1,0,0,4,Meal_Plan_1,0,Room_Type_1,33,2017,11,10,Offline,0,0,0,42,1,Not_Canceled
INN14815,2,0,0,4,Meal_Plan_1,0,Room_Type_1,36,2017,11,25,Online,0,0,0,94.99,2,Not_Canceled
INN30693,2,0,0,2,Meal_Plan_1,0,Room_Type_6,110,2018,10,14,Online,0,0,0,190.8,1,Not_Canceled
INN29858,2,0,0,5,Meal_Plan_1,0,Room_Type_1,278,2018,12,27,Offline,0,0,0,84.15,0,Not_Canceled
INN25080,2,0,0,2,Meal_Plan_1,0,Room_Type_1,298,2018,5,10,Offline,0,0,0,93,0,Not_Canceled
INN04952,1,0,0,1,Meal_Plan_1,0,Room_Type_1,14,2018,3,16,Offline,0,0,0,82.4,0,Not_Canceled
INN00583,2,0,1,3,Meal_Plan_1,0,Room_Type_1,114,2018,8,22,Offline,0,0,0,72.25,0,Not_Canceled
INN30855,2,0,0,2,Meal_Plan_1,0,Room_Type_1,7,2018,6,30,Online,0,0,0,151,1,Not_Canceled
INN03585,2,0,1,5,Meal_Plan_1,0,Room_Type_4,113,2018,7,5,Online,0,0,0,92.94,1,Not_Canceled
INN32448,3,0,1,4,Meal_Plan_1,0,Room_Type_4,55,2018,5,11,Online,0,0,0,150.45,2,Not_Canceled
INN28359,2,2,0,1,Meal_Plan_1,0,Room_Type_6,22,2018,12,17,Online,0,0,0,174,1,Not_Canceled
INN08564,1,0,0,1,Meal_Plan_1,0,Room_Type_1,2,2017,12,15,Online,1,0,1,81,1,Not_Canceled
INN23714,2,0,0,1,Meal_Plan_1,0,Room_Type_4,11,2018,4,7,Offline,0,0,0,92.8,0,Not_Canceled
INN13735,1,0,1,3,Not_Selected,0,Room_Type_1,53,2018,3,17,Online,0,0,0,81.7,1,Not_Canceled
INN12433,2,0,1,2,Not_Selected,0,Room_Type_1,56,2018,5,13,Online,0,0,0,116.1,1,Not_Canceled
INN19113,2,0,0,4,Meal_Plan_1,0,Room_Type_1,47,2018,11,16,Online,0,0,0,88.4,1,Not_Canceled
INN12061,2,0,1,4,Meal_Plan_1,0,Room_Type_1,154,2018,5,30,Offline,0,0,0,80.75,0,Not_Canceled
INN24787,1,0,1,1,Meal_Plan_1,0,Room_Type_1,1,2018,2,6,Online,0,0,0,86,0,Not_Canceled
INN02041,2,1,1,2,Meal_Plan_1,0,Room_Type_4,30,2017,10,23,Online,0,0,0,118.2,1,Not_Canceled
INN13535,2,1,2,2,Meal_Plan_1,0,Room_Type_1,4,2017,12,5,Offline,0,0,0,81.6,2,Not_Canceled
